InsertTime,FileName,TableName,Biome,SiteType,SiteNumber,ReachType,Date,Sample number,Sampling Time (hh:mm),Ammonium (ug N/L),Chloride tracer (mg/L),Bromide tracer (mg/L),Comments,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,22,09:56:30,64.6,-9999.0,10.9,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,23,10:02:00,40.7,-9999.0,7.7,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,24,10:06:00,35.9,-9999.0,6.8,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,25,10:09:00,30.2,-9999.0,5.6,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,26,10:12:00,24.9,-9999.0,4.9,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,27,10:16:00,19.3,-9999.0,3.6,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,28,10:20:00,14.4,-9999.0,2.7,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,29,10:30:00,14.7,-9999.0,2.5,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,3,C,6/3/2014 12:00:00 AM,30,10:45:00,11.0,-9999.0,2.2,,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,1,10:19:00,13.0,-9999.0,2.4,4 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,2,10:25:00,4.9,-9999.0,2.4,6 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,3,10:40:00,5.2,-9999.0,2.4,35 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,4,11:05:00,5.2,-9999.0,2.2,50 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,5,11:07:00,5.1,-9999.0,2.3,52 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,6,11:09:00,7.4,-9999.0,2.6,54 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,7,11:11:00,5.7,-9999.0,3.5,56 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,8,11:12:00,6.1,-9999.0,3.9,57 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,9,11:13:00,5.2,-9999.0,4.4,58 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,10,11:14:00,5.7,-9999.0,4.8,59 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,11,11:15:30,5.5,-9999.0,4.7,60.5 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,12,11:18:00,6.0,-9999.0,5.4,63 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,13,11:19:30,8.1,-9999.0,6.3,64.5 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,14,11:23:00,9.3,-9999.0,8.3,68 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,15,11:26:00,9.5,-9999.0,9.6,71 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,16,11:31:00,10.3,-9999.0,10.2,76 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,17,11:38:00,12.3,-9999.0,11.3,83 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,18,11:45:00,21.5,-9999.0,13.6,90 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,19,11:51:00,19.8,-9999.0,15.1,96 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,20,12:05:00,36.3,-9999.0,20.0,110 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,21,12:12:00,38.2,-9999.0,21.0,117 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,22,12:18:00,40.4,-9999.0,21.4,123 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,23,12:29:00,39.0,-9999.0,21.0,134 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,24,12:39:00,38.7,-9999.0,20.7,144 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,25,12:51:00,39.8,-9999.0,20.8,156 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,26,13:01:00,39.7,-9999.0,21.0,166 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,27,13:11:00,41.7,-9999.0,21.3,176 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,28,13:21:00,41.8,-9999.0,21.7,186 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,29,13:47:00,39.3,-9999.0,21.4,212 minutes since injection,
8/29/2014 1:30:00 PM,KNZ140827_ammuptake_reach.csv,Nutu12,KNZ,E,4,C,5/29/2014 12:00:00 AM,30,14:16:00,29.1,-9999.0,17.7,241 minutes since injection,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,1,09:40:00,4.7,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,2,09:40:00,6.6,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,3,09:41:31,5.6,5.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,4,09:41:49,11.8,27.4,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,5,09:42:16,44.7,99.8,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,6,09:42:22,63.8,106.7,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,7,09:42:35,75.7,129.5,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,8,09:42:45,89.0,129.5,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,9,09:43:07,87.6,115.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,10,09:43:20,55.2,93.8,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,11,09:44:31,44.7,54.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,12,09:45:30,25.4,29.9,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,13,09:47:42,12.3,10.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,8/26/2013 12:00:00 AM,14,10:01:45,2.9,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,1,10:56:00,2.6,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,2,10:56:00,3.2,0.1,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,3,10:57:55,17.1,10.1,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,4,10:57:58,29.4,22.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,5,10:58:07,32.0,35.9,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,6,10:58:17,33.7,48.7,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,7,10:58:25,41.6,50.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,8,10:58:40,45.8,58.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,9,10:58:54,35.2,56.7,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,10,10:59:16,33.7,49.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,11,11:00:10,30.6,38.8,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,12,11:01:30,21.9,27.9,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,13,11:04:35,17.3,16.5,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,14,11:13:56,7.6,4.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,8/26/2013 12:00:00 AM,15,11:41:00,2.5,0.1,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,1,11:44:00,4.5,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,2,11:44:00,3.9,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,3,11:45:28,23.8,12.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,4,11:45:33,26.3,36.4,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,5,11:45:46,35.0,46.8,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,6,11:45:50,35.1,61.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,7,11:46:06,45.1,63.1,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,8,11:46:14,47.5,66.1,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,9,11:46:23,40.5,52.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,10,11:46:33,33.5,64.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,11,11:46:54,39.9,52.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,12,11:47:36,27.3,39.8,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,13,11:49:49,19.6,21.5,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,14,11:54:37,12.6,11.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,C,7/30/2013 12:00:00 AM,15,12:24:42,4.2,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,1,11:18:00,2.8,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,2,11:18:00,11.8,0.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,3,11:19:38,18.0,19.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,4,11:19:41,34.6,23.5,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,5,11:20:01,57.0,111.7,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,6,11:20:05,65.6,125.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,7,11:20:10,83.9,125.0,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,8,11:20:19,53.5,122.1,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,9,11:20:45,59.5,104.2,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,10,11:21:35,46.3,63.1,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,11,11:22:07,32.8,43.8,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,12,11:23:43,22.3,18.5,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,13,11:24:41,16.4,13.6,-9999.0,,
11/6/2015 9:48:00 AM,AUS150209_ammuptake_reach.csv,Nutu12,AUS,E,2,T,7/30/2013 12:00:00 AM,14,11:28:35,7.8,0.7,-9999.0,,
