InsertTime,FileName,TableName,Biome,SiteType,SiteNumber,PatchNumber,PatchTreatment,Date,Sampling Time (hh:mm),chamber vol (L),Ammonium (ug N/L),Comments,v1
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,IN,8/08/2013 0:00,12:07:00,9.9,30.982,volume might be 8.9,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,IN,8/08/2013 0:00,12:27:00,9.9,30.211,volume might be 8.9,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/08/2013 0:00,11:52:00,9.2,42.876,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/08/2013 0:00,11:55:00,9.2,37.141,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/08/2013 0:00,12:01:00,9.2,30.298,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/08/2013 0:00,12:11:00,9.2,29.19,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/08/2013 0:00,12:31:00,9.2,27.973,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/08/2013 0:00,11:53:00,9.8,39.618,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/08/2013 0:00,11:56:00,9.8,29.429,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/08/2013 0:00,12:02:00,9.8,36.652,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/08/2013 0:00,12:12:00,9.8,35.555,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/08/2013 0:00,12:32:00,9.8,20.945,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/08/2013 0:00,11:54:00,9.8,39.574,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/08/2013 0:00,11:57:00,9.8,28.169,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/08/2013 0:00,12:03:00,9.8,36.555,Motor stopped for 5 minutes,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/08/2013 0:00,12:13:00,9.8,23.259,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/08/2013 0:00,12:33:00,9.8,26.757,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/08/2013 0:00,14:23:00,9.8,19.436,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/08/2013 0:00,14:26:00,9.8,25.432,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/08/2013 0:00,14:32:00,9.8,18.284,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/08/2013 0:00,14:42:00,9.8,26.127,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/08/2013 0:00,15:02:00,9.8,22.868,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/08/2013 0:00,14:24:00,9.9,26.42,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/08/2013 0:00,14:27:00,9.9,23.65,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/08/2013 0:00,14:33:00,9.9,19.262,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/08/2013 0:00,14:43:00,9.9,31.819,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/08/2013 0:00,15:03:00,9.9,26.127,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/08/2013 0:00,14:25:00,9.9,30.135,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/08/2013 0:00,14:28:00,9.9,31.732,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/08/2013 0:00,14:34:00,9.9,28.082,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/08/2013 0:00,14:44:00,9.9,31.666,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/08/2013 0:00,15:04:00,9.9,30.982,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/08/2013 0:00,14:29:00,9.8,26.713,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/08/2013 0:00,14:32:00,9.8,26.648,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/08/2013 0:00,14:38:00,9.8,23.129,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/08/2013 0:00,14:48:00,9.8,28.636,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/08/2013 0:00,15:08:00,9.8,23.498,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/08/2013 0:00,14:30:00,9.8,30.276,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/08/2013 0:00,14:33:00,9.8,35.642,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/08/2013 0:00,14:39:00,9.8,38.184,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/08/2013 0:00,14:49:00,9.8,36.294,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/08/2013 0:00,15:09:00,9.8,27.148,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/08/2013 0:00,14:31:00,10,43.984,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/08/2013 0:00,14:34:00,10,40.66,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/08/2013 0:00,14:40:00,10,26.583,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/08/2013 0:00,14:50:00,10,23.737,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/08/2013 0:00,15:10:00,10,14.786,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/08/2013 0:00,16:14:00,9.8,19.577,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/08/2013 0:00,16:17:00,9.8,17.502,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/08/2013 0:00,16:23:00,9.8,20.066,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/08/2013 0:00,16:33:00,9.8,18.469,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/08/2013 0:00,16:53:00,9.8,15.829,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/08/2013 0:00,16:15:00,10,24.736,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/08/2013 0:00,16:18:00,10,23.281,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/08/2013 0:00,16:24:00,10,21.727,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/08/2013 0:00,16:34:00,10,19.74,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/08/2013 0:00,16:54:00,10,15.08,,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:30:20,9.65,67.335,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:34:15,9.59,65.191,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:40:15,9.53,50.907,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:48:15,9.47,49.009,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:58:15,9.41,49.602,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,19:08:15,9.35,49.583,Habitat: Run,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/08/2013 0:00,16:16:00,9.9,26.561,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/08/2013 0:00,16:19:00,9.9,24.497,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/08/2013 0:00,16:25:00,9.9,22.064,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/08/2013 0:00,16:35:00,9.9,18.176,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/08/2013 0:00,16:55:00,9.9,14.461,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/08/2013 0:00,16:17:00,9.8,25.171,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/08/2013 0:00,16:20:00,9.8,23.368,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/08/2013 0:00,16:26:00,9.8,21.304,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/08/2013 0:00,16:36:00,9.8,18.284,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/08/2013 0:00,16:56:00,9.8,11.886,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 0:00,12:28:00,10.1,25.855,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 0:00,12:31:00,10.1,32.817,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 0:00,12:37:00,10.1,24.995,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 0:00,12:47:00,10.1,28.409,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 0:00,13:07:00,10.1,25.022,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,OUT,8/10/2013 0:00,12:29:00,10,27.978,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,OUT,8/10/2013 0:00,12:32:00,10,29.672,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,OUT,8/10/2013 0:00,12:38:00,10,28.677,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,OUT,8/10/2013 0:00,12:48:00,10,26.393,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,OUT,8/10/2013 0:00,13:08:00,10,25.936,,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,2,1,OUT,7/27/2014 12:00:00 AM,13:14:00,10.11,61.899,Habitat: Riffle,
