InsertTime,FileName,TableName,Biome,SiteType,SiteNumber,PatchNumber,PatchTreatment,Date,Sampling Time (hh:mm),chamber vol (L),Ammonium (ug N/L),Comments,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,6,OUT,9/24/2014 12:00:00 AM,13:25:00,11.00,0.026,"It's raining, Motor stop @13:40, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,6,OUT,9/24/2014 12:00:00 AM,13:30:00,11.00,0.029,"It's raining, Motor stop @13:40, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,6,OUT,9/24/2014 12:00:00 AM,13:35:00,11.00,0.026,"It's raining, Motor stop @13:40, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,6,OUT,9/24/2014 12:00:00 AM,13:40:00,11.00,0.021,"It's raining, Motor stop @13:40, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,13:25:00,-9999.00,0.022,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,13:30:00,-9999.00,0.024,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,13:35:00,-9999.00,0.023,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,13:40:00,-9999.00,0.018,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,13:45:00,-9999.00,0.031,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,13:50:00,-9999.00,0.027,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,13:55:00,-9999.00,0.024,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,IN,9/24/2014 12:00:00 AM,14:00:00,-9999.00,0.027,"It's raining, partially uncovered at 12:07 (maybe 5% covered?)",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,16:40:00,11.40,0.019,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,16:45:00,11.40,0.019,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,16:50:00,11.40,0.016,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,16:55:00,11.40,0.018,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,17:00:00,11.40,0.018,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,17:05:00,11.40,0.023,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,17:10:00,11.40,0.018,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,7,OUT,9/24/2014 12:00:00 AM,17:15:00,11.40,0.014,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,16:40:00,11.20,0.016,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,16:45:00,11.20,0.015,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,16:50:00,11.20,0.014,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,16:55:00,11.20,0.016,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,17:00:00,11.20,0.019,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,17:05:00,11.20,0.019,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,17:10:00,11.20,0.014,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,IN,9/24/2014 12:00:00 AM,17:15:00,11.20,0.019,"It's raining, 16:28 Battery change",
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:00:00,-9999.00,0.021,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:05:00,-9999.00,0.020,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:10:00,-9999.00,0.019,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:15:00,-9999.00,0.021,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:20:00,-9999.00,0.023,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:25:00,-9999.00,0.022,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:30:00,-9999.00,0.021,It's raining,
2/20/2017 7:33:00 PM,AND20140924_ammuptake_patch.csv,Nutu11,AND,E,1,8,OUT,9/24/2014 12:00:00 AM,17:35:00,-9999.00,0.015,It's raining,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,IN,8/8/2013 12:00:00 AM,11:46:00,9.10,32.155,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,IN,8/8/2013 12:00:00 AM,11:49:00,9.10,37.825,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,IN,8/8/2013 12:00:00 AM,11:55:00,9.10,26.453,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,IN,8/8/2013 12:00:00 AM,12:05:00,9.10,30.667,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,IN,8/8/2013 12:00:00 AM,12:25:00,9.10,26.539,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,OUT,8/8/2013 12:00:00 AM,11:47:00,9.50,39.248,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,OUT,8/8/2013 12:00:00 AM,11:50:00,9.50,39.944,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,OUT,8/8/2013 12:00:00 AM,11:56:00,9.50,38.510,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,OUT,8/8/2013 12:00:00 AM,12:06:00,9.50,35.403,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,1,OUT,8/8/2013 12:00:00 AM,12:26:00,9.50,28.082,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,IN,8/8/2013 12:00:00 AM,11:48:00,9.90,34.556,volume might be 8.9,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,IN,8/8/2013 12:00:00 AM,11:51:00,9.90,31.504,volume might be 8.9,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,IN,8/8/2013 12:00:00 AM,11:57:00,9.90,33.665,volume might be 8.9,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,IN,8/8/2013 12:00:00 AM,12:07:00,9.90,30.982,volume might be 8.9,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,IN,8/8/2013 12:00:00 AM,12:27:00,9.90,30.211,volume might be 8.9,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/8/2013 12:00:00 AM,11:52:00,9.20,42.876,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/8/2013 12:00:00 AM,11:55:00,9.20,37.141,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/8/2013 12:00:00 AM,12:01:00,9.20,30.298,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/8/2013 12:00:00 AM,12:11:00,9.20,29.190,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,2,OUT,8/8/2013 12:00:00 AM,12:31:00,9.20,27.973,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/8/2013 12:00:00 AM,11:53:00,9.80,39.618,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/8/2013 12:00:00 AM,11:56:00,9.80,29.429,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/8/2013 12:00:00 AM,12:02:00,9.80,36.652,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/8/2013 12:00:00 AM,12:12:00,9.80,35.555,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,IN,8/8/2013 12:00:00 AM,12:32:00,9.80,20.945,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/8/2013 12:00:00 AM,11:54:00,9.80,39.574,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/8/2013 12:00:00 AM,11:57:00,9.80,28.169,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/8/2013 12:00:00 AM,12:03:00,9.80,36.555,Motor stopped for 5 minutes,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/8/2013 12:00:00 AM,12:13:00,9.80,23.259,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,3,OUT,8/8/2013 12:00:00 AM,12:33:00,9.80,26.757,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/8/2013 12:00:00 AM,14:23:00,9.80,19.436,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/8/2013 12:00:00 AM,14:26:00,9.80,25.432,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/8/2013 12:00:00 AM,14:32:00,9.80,18.284,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/8/2013 12:00:00 AM,14:42:00,9.80,26.127,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,IN,8/8/2013 12:00:00 AM,15:02:00,9.80,22.868,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/8/2013 12:00:00 AM,14:24:00,9.90,26.420,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/8/2013 12:00:00 AM,14:27:00,9.90,23.650,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/8/2013 12:00:00 AM,14:33:00,9.90,19.262,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/8/2013 12:00:00 AM,14:43:00,9.90,31.819,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,4,OUT,8/8/2013 12:00:00 AM,15:03:00,9.90,26.127,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/8/2013 12:00:00 AM,14:25:00,9.90,30.135,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/8/2013 12:00:00 AM,14:28:00,9.90,31.732,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/8/2013 12:00:00 AM,14:34:00,9.90,28.082,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/8/2013 12:00:00 AM,14:44:00,9.90,31.666,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,IN,8/8/2013 12:00:00 AM,15:04:00,9.90,30.982,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/8/2013 12:00:00 AM,14:29:00,9.80,26.713,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/8/2013 12:00:00 AM,14:32:00,9.80,26.648,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/8/2013 12:00:00 AM,14:38:00,9.80,23.129,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/8/2013 12:00:00 AM,14:48:00,9.80,28.636,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,5,OUT,8/8/2013 12:00:00 AM,15:08:00,9.80,23.498,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/8/2013 12:00:00 AM,14:30:00,9.80,30.276,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/8/2013 12:00:00 AM,14:33:00,9.80,35.642,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/8/2013 12:00:00 AM,14:39:00,9.80,38.184,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/8/2013 12:00:00 AM,14:49:00,9.80,36.294,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,IN,8/8/2013 12:00:00 AM,15:09:00,9.80,27.148,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/8/2013 12:00:00 AM,14:31:00,10.00,43.984,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/8/2013 12:00:00 AM,14:34:00,10.00,40.660,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/8/2013 12:00:00 AM,14:40:00,10.00,26.583,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/8/2013 12:00:00 AM,14:50:00,10.00,23.737,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,6,OUT,8/8/2013 12:00:00 AM,15:10:00,10.00,14.786,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/8/2013 12:00:00 AM,16:14:00,9.80,19.577,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/8/2013 12:00:00 AM,16:17:00,9.80,17.502,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/8/2013 12:00:00 AM,16:23:00,9.80,20.066,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/8/2013 12:00:00 AM,16:33:00,9.80,18.469,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,IN,8/8/2013 12:00:00 AM,16:53:00,9.80,15.829,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/8/2013 12:00:00 AM,16:15:00,10.00,24.736,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/8/2013 12:00:00 AM,16:18:00,10.00,23.281,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/8/2013 12:00:00 AM,16:24:00,10.00,21.727,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/8/2013 12:00:00 AM,16:34:00,10.00,19.740,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,8/8/2013 12:00:00 AM,16:54:00,10.00,15.080,,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:30:20,9.65,67.335,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:34:15,9.59,65.191,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:40:15,9.53,50.907,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:48:15,9.47,49.009,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,18:58:15,9.41,49.602,Habitat: Run,
9/18/2015 10:43:00 PM,ARC150913_ammuptake_patch.csv,Nutu11,ARC,E,1,7,OUT,7/30/2014 12:00:00 AM,19:08:15,9.35,49.583,Habitat: Run,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/8/2013 12:00:00 AM,16:16:00,9.90,26.561,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/8/2013 12:00:00 AM,16:19:00,9.90,24.497,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/8/2013 12:00:00 AM,16:25:00,9.90,22.064,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/8/2013 12:00:00 AM,16:35:00,9.90,18.176,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,IN,8/8/2013 12:00:00 AM,16:55:00,9.90,14.461,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/8/2013 12:00:00 AM,16:17:00,9.80,25.171,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/8/2013 12:00:00 AM,16:20:00,9.80,23.368,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/8/2013 12:00:00 AM,16:26:00,9.80,21.304,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/8/2013 12:00:00 AM,16:36:00,9.80,18.284,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,1,8,OUT,8/8/2013 12:00:00 AM,16:56:00,9.80,11.886,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 12:00:00 AM,12:28:00,10.10,25.855,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 12:00:00 AM,12:31:00,10.10,32.817,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 12:00:00 AM,12:37:00,10.10,24.995,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 12:00:00 AM,12:47:00,10.10,28.409,,
2/16/2015 9:40:00 AM,ARC150209_ammuptake_patch.csv,Nutu11,ARC,E,2,1,IN,8/10/2013 12:00:00 AM,13:07:00,10.10,25.022,,
